,Category,Message
4632,ham,got hella gas money want go grand nature adventure galileo little bit
3554,ham,din tell u jus
457,ham,look amy ure beautiful intelligent woman like u lot know u like like worry
30,ham,wait still clear sure sarcastic x want live us
4678,ham,wewa iriver mb
4368,ham,like dis sweater fr mango size already irritating
4782,ham,yup hey one day fri ask miwa jiayin take leave go karaoke
668,ham,pay lt decimal gt lakhs
5179,ham,hi hope u r ok said would text u seen let gently please
5493,ham,think rule tamilnadu tough people
1256,ham,wait till end march el nino gets oh
2482,ham,k evening da urgent
3164,spam,nd time tried contact u u prize claim call b cs stop sms ppm
469,ham,yup need jus wait e rain stop
4378,ham,much torch ja
2010,ham,keep going never intention run choose rather keep room clean say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything know else
1497,ham,always yahoo messenger send message get may send mobile mode sha get reply
2184,ham,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
3975,ham,roger probably going rem
1434,ham,intrepid duo great time see soon
5081,ham,keep ur problems ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish deviousbitch anyway l call u
2226,ham,alrite jod hows revision goin keris bin doin smidgin n e way u wanna cum college xx
2242,ham,u buy newspapers already
2578,ham,hey whats u sleeping morning
336,ham,ta daaaaa home babe still
4890,ham,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
303,ham,oh way food fridge want go meal tonight
5210,ham,dai downloaded exe file run exe installing
2750,ham,said problem let know
3758,spam,yes place town meet exciting adult singles uk txt chat p msg
1680,ham,today song dedicated day song u dedicate send ur valuable frnds first rply
4862,ham,nokia phone lovly
2770,spam,burger king wanna play footy top stadium get burger king st sept go large super coca cola walk winner
3527,ham,hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
447,ham,well done blimey exercise yeah kinda remember wot hmm
4843,ham,awesome gonna soon later tonight
233,ham,sorry battery died yeah
3256,ham,hi kate u give ring asap xxx
5381,spam,new message call
748,spam,u subscribed best mobile content service uk per days send stop helpline
376,ham,say happen
4493,ham,probably couple hours tops
2969,ham,mostly sports type lyk footbl crckt
1297,ham,sure driving reach destination soon
3976,ham,u think girl propose u today seing ur bloody funky shit fucking face asssssholeeee
322,ham,hey dont go watch x men lunch haha
2157,ham,hey cutie goes wales kinda ok like hills shit still avent killed
3108,ham,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks
4382,ham,mathews tait edwards anderson
1549,ham,dont know oh
401,spam,free ringtone text first poly text get true tone help st free tones x pw e nd txt stop
3938,ham,yeah fact asked needed anything like hour ago much
4175,ham,pls pls drink plenty plenty water
4237,spam,u win music gift vouchers every week starting txt word draw tscs www idew com skillgame winaweek age ppermesssubscription
2865,ham,saying explicitly told nora know someone probably gonna bother
5139,ham,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause getting owed face
5377,spam,current leading bid pause auction send customer care
1825,ham,sent ur email id soon
943,spam,getting touch folks waiting company txt back name age opt enjoy community p sms
3052,ham,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
3025,ham,love ya try budget money better babe gary would freak knew
4420,ham,little darlings far week need coffee run tomo believe time week already
672,spam,sms ac sun posts hello seem cool wanted say hi hi stop send stop
1585,ham,sorry call later
175,ham,well gonna finish bath good fine night
5500,ham,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night
4960,ham,mean left early check cos working
744,ham,ok may free gym
5052,ham,sis lor juz watched italian job
4196,spam,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd call optout n dx
2745,ham,tick tick tick babe
3340,ham,babe love covers face kisses
4090,ham,love brother time talk english grins say hey muhommad penny says hello across sea
857,ham,going take babe
5235,ham,uworld site buying qbank buying self assessment also
3189,spam,nd time tried contact u u pound prize claim easy call p per min bt national rate
1810,ham,aight ask roommates
4946,ham,anyway think secure anything lemme know want drive south chill
371,ham,hello boytoy geeee miss already woke wish bed cuddling love
3795,ham,short cute good person dont try prove gud noon
3116,ham,wait inside da car park
2376,ham,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx
4518,ham,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
4872,ham,well know mean texting
1091,spam,win urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
3018,ham,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting
5015,ham,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
4038,ham,dont flatter tell man mine two pints carlin ten minutes please
3881,ham,hi juan im coming home fri hey course expect welcome party lots presents ill phone u get back loads love nicky x x x x x x x x x
947,spam,ur cash balance currently pounds maximize ur cash send go p msg cc po box tcr w
5370,spam,dating two started sent text talk sport radio last week connection think coincidence
3775,ham,ok bag
4918,spam,nd time tried contact u u pound prize claim easy call p per min bt national rate
2563,ham,yeah leave maybe ish
3329,ham,put party days week study lightly think need draw custom checkboxes know hardcore
5027,spam,ur cash balance currently pounds maximize ur cash send go p meg cc hg suite lands row w j hl
4739,ham,bought test yesterday something lets know exact day u ovulate get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
486,ham,win really side long time
1525,ham,hi cts employee
4571,spam,wanna laugh try chit chat mobile logon txting word chat send cm po box london w zf p msg rcvd
2203,ham,man carlos definitely coming mu tonight excuses
3094,ham,staff science nus edu sg phyhcmk teaching pc
1849,ham,dont want hear philosophy say happen
3466,ham,haha figures well found piece priscilla bowl
587,ham,dun thk quit yet hmmm go jazz yogasana oso go meet em lessons den
4966,ham,people game mall iouri kaila
3612,ham,meet library
872,ham,going good problem still need little experience understand american customer voice
5531,ham,compliments away system side
3887,ham,great aunts anniversary party tarpon springs
3873,ham,joining today formally pls keep praying talk later
1121,ham,cancel cheyyamo get money back
1200,ham,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
85,ham,call later network urgnt sms
710,spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt cs
1018,ham,shall send exe mail id
3835,ham,watching tv lor nice one like lor
4328,ham,dude got haircut breezy
905,ham,getting worried derek taylor already assumed worst
4104,spam,u secret admirer looking make contact u find r reveal thinks ur special call
160,spam,winner u specially selected receive cash holiday flights inc speak live operator claim
5265,ham,gud ni swt drms take care
5468,spam,urgent last weekend draw shows cash spanish holiday call claim c rstm sw ss ppm
1369,ham,alright good night
1486,ham,add really care least get dude fuck hey money want
3886,ham,like personal sized
523,ham,gonna go get tacos
1008,ham,quite know still get hold anyone cud pick bout pm see pub
3074,ham,somebody go andros steal ice
4567,ham,buy blackberry bold torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g
2775,ham,dude u knw also telugu thts gud k gud nyt
1442,ham,ya going restaurant
3665,ham,huh also cannot many mistakes
3221,ham,like hotel dusk game think solve puzzles area thing
5371,ham,lol oh got friend dog
4925,ham,go e normal pilates intro
3670,ham,yeah imma come cause jay wants drugs
4484,ham,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
1289,ham,happy new year u
1461,ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow
4109,ham,pls send address sir
2891,ham,shuhui bought ron present swatch watch
4654,ham,lol yes add spice day
4232,ham,u really pig leh sleep much dad wake smth eat lunch today
1753,ham,give one miss number please
4454,ham,guess lt gt min
4994,ham,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink town cud go watershd bit ppl fromwrk bthere love petexxx
1970,spam,guaranteed award even cashto claim ur award call free stop getstop php
3711,ham,town v important
507,ham,maybe westshore hyde park village place near house
3325,ham,wake since checked stuff saw true available spaces pls call embassy send mail
5324,ham,dear sir salam alaikkum pride pleasure meeting today tea shop pleased send contact number qatar rakhesh indian pls save number respectful regards
1238,ham,ur paper e morn aft tmr
3599,ham,aight head
4758,ham,hey looks like wrong one kappa guys numbers still phone want text see around
1603,ham,ok pa nothing problem
3015,ham,might go sch yar e salon v boring
891,ham,ask princess
956,ham,sorry c ur msg yar lor poor thing one night tmr u brand new room sleep
3173,ham,u still plumbers tape wrench could borrow
2407,ham,one best dialogue cute reltnship wen die dont come near body bcoz hands may come wipe ur tears time gud ni
1908,ham,ello babe u ok
5285,spam,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw
4013,ham,discussed mother ah
5102,spam,msg mobile content order resent previous attempt failed due network error queries customersqueries netvision uk com
1464,ham,ok good later come find c lucky told go earlier later pple take finish
1794,ham,bad girl still remember
321,ham,merry christmas babe love ya kisses
1763,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
3042,ham,aight time want come
3491,ham,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
5389,ham,ok ok ok whats ur todays plan
1429,ham,tell make little spreadsheet track whose idea smoke determine smokes much entire month february come
144,ham,know pls open back
637,ham,sweetheart hope kind day one loads reasons smile biola
2386,spam,someone contacted dating service entered phone becausethey fancy find call landline pobox w rg p
1444,spam,free st week entry textpod chance win gb ipod cash every wk txt pod ts cs www textpod net custcare
2880,ham,u still painting ur wall
5281,ham,princess
5199,ham,ugh leg hurts musta overdid mon
4499,spam,latest nokia mobile ipod mp player proze guaranteed reply win norcorp ltd mtmsgrcvd
359,ham,actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday
3356,ham,minimum walk miles day
1683,ham,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx
2449,ham,u knw dis lt gt
4164,ham,told coming wednesday
2129,ham,well going aunty
5186,ham,uploaded mine facebook
3224,ham,well must pain catch
4058,ham,noice text
3032,ham,gonna let know cos comes bak holiday day coming get text number
2686,spam,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs
1144,ham,way send shade stuff wonderful
534,ham,late
885,ham,yoyyooo u know change permissions drive mac usb flash drive
4114,ham,thought could go dinner treat seem ok
4477,ham,pick pm go taunton still want come
4046,ham,mean website yes
1569,ham,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
5538,ham,believe attached seeing every day know best get babe go teach class midnight
4276,ham,haiyoh maybe hamster jealous million
4358,ham,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward c u mrw luv jaz
4869,ham,watching cartoon listening music amp eve go temple amp church u
4562,ham,good afternoon boytoy goes walking day get police abstract still wake miss babe
5289,ham,hey congrats u id luv ive go home
4935,ham,hey want anything buy
4541,ham,urgh coach hot smells chip fat thanks especially duvet predictive text word
2792,ham,r stayin extra week back next wed rugby weekend hi c u soon
647,ham,mind ask happened dont say uncomfortable
2258,ham,got lots hair dresser fr china
1533,ham,unfortunately found pick sister airport evening think going try go one th
3381,ham,finished missing plenty
3952,ham,hi dude hw r u da realy mising u today
41,ham,forget tell want need crave love sweet arabian steed mmmmmm yummy
1844,ham,super da good replacement murali
5429,ham,er yeah b sorry tell pub cafe sit come wen u
1337,ham,sweet may may go u meet carlos gauge patty interest
4943,ham,eatin lor goin back work soon e mountain deer show huh watch b liao nice
3447,ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
1346,ham,que pases un buen tiempo something like
4965,spam,dear voucher holder next meal us use following link pc enjoy dining experiencehttp www vouch com etlp dining asp
5342,spam,u r subscribed textcomp wkly comp st wk free question follows subsequent wks charged p msg unsubscribe txt stop custcare
5173,ham,u
4481,ham,cant u try new invention fly joking
1458,spam,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx calls minmoremobsemspobox po wa
3086,ham,da car park
1177,ham,say fantastic chance anything need bigger life lift losing live think would first person die n v q
1183,ham,k give sec breaking lt gt cstore
3944,ham,got call landline number asked come anna nagar go afternoon
2004,ham,india going draw series many years south african soil
2036,ham,simply sitting watching match office
2785,ham,k wat tht incident
5288,ham,excellent thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
4844,ham,need details online job
3036,ham,raji pls favour pls convey birthday wishes nimya pls today birthday
2085,ham,wish great semester
2956,ham,id check like bowls worth left
3335,ham,fine give call knows wants questions
4367,ham,mm yes dear look hugging p
1556,ham,ok found dis pierre cardin one looks normal costs sale
2787,ham,cthen thk shd b enuff still got conclusion n contents pg n references b da contents pg n cover pg
733,ham,lol feel bad use money take steak dinner
2784,ham,arrived see couple days lt
551,ham,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
1108,ham,someone smoke every time smoked last two weeks calling texting wanted smoke
4298,spam,thesmszone com lets send free anonymous masked messages im sending message see potential abuse
1658,ham,one good partnership going take lead
2729,spam,urgent please call landline cash luxury canary islands holiday await collection cs sae award aq ppm
2974,ham,happy new year princess
4039,ham,hope scared
290,ham,dear shall mail tonite busy street shall update tonite things looking ok varunnathu edukkukayee raksha ollu good one real sense
4393,ham,new years plans
2416,ham,huh means computational science like dat one push n
3961,ham,sent lanre fakeye eckankar details mail box
214,ham,yup noe leh
3791,ham,love know feel make belly warm wish love shall meet dreams ahmad adoring kiss
3478,ham,got new year cos yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
4881,ham,alright tyler got minor crisis home sooner thought asap
692,ham,sorry trouble u buy dad big small sat n sun thanx
249,ham,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
916,ham,could ask carlos could get anybody else chip
210,ham,shoot big loads get ready
2050,ham,much blackberry bold nigeria
3644,ham,sorry left phone upstairs ok might hectic would birds one fell swoop date
207,ham,entered cabin pa said happy b day boss felt special askd lunch lunch invited apartment went
3651,ham,hoping get away langport still town tonight
4309,ham,ha ha popped loo hello ed hello
5295,ham,alex says ok ok
2183,ham,ps u ur grown right
2053,spam,call use ur mins calls cast p min mob vary service provided aom gbp month aom box er u stop ages
1641,ham,alright set text man
1443,ham,ok askd u knw tht
1405,ham,actually getting ready leave house
5329,ham,sir waiting letter
2673,ham,super msg da nalla timing
3439,ham,good hear
3023,ham,dare change ring
3483,spam,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
2850,spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
1888,spam,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm
853,ham,da run activate full version da
3178,ham,meeting da call
1014,ham,buy pizza meat lovers supreme u get pick
2663,spam,hello darling today would love chat dont tell look like sexy
176,ham,let know got money carlos make call
4111,ham,yo gonna still stock tomorrow today trying get dubsack
4635,ham,move morphine
148,ham,ummma call check life begin qatar pls pray hard
422,spam,someone contacted dating service entered phone fancy find call landline pobox n tf p
3635,ham,big difference lt gt versus lt gt every lt gt hrs
2308,spam,win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx
3127,ham,u coming pick
1892,ham,probably earlier station think
2303,ham,make baby yo tho
3250,ham,sorry help
4308,ham,guess useless calling u something important
3355,ham,r u sure understand wine good idea slurp
491,ham,sorry man account dry would want could trade back half could buy shit credit card
2675,ham,ft good combination
4555,ham,try something dear read something exams
812,ham,ring comes guys costumes gift future yowifes hint hint
5167,ham,oh charge camera
3648,ham,hey babe friend cancel still visit
3463,spam,bloomberg message center wait apply future http careers bloomberg com
4638,ham,oh ho first time u use type words
3543,ham,come lt n pass lar
4730,ham,reached already
292,ham,haf u found feel stupid da v cam working
5521,ham,big chic common declare
2716,ham,cool lt gt inches long hope like big
4113,ham,see prolly yeah
3636,ham,make cry stuff happens top everything else pushes edge underdtand often cry sorry sorry life
4974,ham,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
1317,ham,nothing ok anyway give treat
5071,spam,p alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
2272,ham,life spend someone lifetime may meaningless moments spent someone really love means life
3518,ham,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
90,ham,yeah stand close tho catch something
4100,ham,u dun drive go sch
3820,ham,sorry brah finished last exams
4968,spam,donate unicef asian tsunami disaster support fund texting donate added next bill
4137,ham,ever one foot
1578,ham,remember hurt days satanic imposter need pay price may destiny keep going u said pray get mind get
2279,ham,hmm bad news hype park plaza studio taken left bedrm
4154,spam,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max mins
894,ham,ok noe u busy really bored msg u oso dunno wat colour choose one
3405,ham,ask dad pick lar wan stay meh
4491,ham,computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full lt gt
4861,ham,response one powerful weapon occupy place others heart always give response cares u gud night swt dreams take care
1007,spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
3128,ham,thats cool liked photos sexy
5397,ham,necessarily respectful
1786,ham,dun believe u thk u told
5219,ham,pls needs dat slowly vomit
501,ham,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
3960,ham,nice day dear
3424,spam,mobile mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt
917,ham,actually send reminder today wonderful weekend
809,ham,taking half day leave bec well
1949,ham,cant pick phone right pls send message
745,ham,men like shorter ladies gaze eyes
859,ham,spoons okay
5461,ham,ok thk got u wan come wat
220,ham,yeah think use gt atm register sure anyway help let know sure ready
213,ham,k k good study well
2424,ham,lmao fun
3449,ham,lt gt k oh send home sale
3878,ham,sorry sir call tomorrow senthil hsbc
2580,ham,dunno lets go learn pilates
2448,ham,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif
3371,ham,tiime let hug break tears
5124,ham,impossible argue always treats like sub like never released remind necessary
2718,ham,okie thanx
1416,ham,jay snickering tells x totally fucking chords speak
3555,ham,eyes philosophy
1430,spam,sale arsenal dartboard good condition doubles trebles
967,ham,sure night menu know noon menu
1651,ham,dont file bag work called tell find anything room
1842,ham,office na
5286,ham,still pretty weak today bad day
4034,ham,taking italian food pretty dress panties
2922,ham,yo way could pick something tonight
2442,ham,back brum thanks putting us keeping us happy see soon
2425,ham,oh k k big hitter anyway good
4472,ham,wa u efficient gee thanx
2247,spam,hi ya babe x u goten bout scammers getting smart though regular vodafone respond get prem rate msg subscription nos used also beware
5441,ham,way make sure u get train worc foregate street shrub hill fun night x
3522,ham,hey going quit soon xuhui working till end month
1553,ham,u
2434,ham,indians r poor india poor country says one swiss bank directors says lt gt lac crore indian money deposited swiss banks used taxless budget lt gt yrs give lt gt crore jobs indians village delhi lane roads forever free power suply lt gt social projects every citizen get monthly lt gt lt gt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india padhe g
1320,ham,correct work today
2957,ham,yes many sweets
545,ham,girl stay bed girl need recovery time id rather pass fun cooped bed
4041,ham,home n ready
4206,spam,important information orange user xxxxxx today ur lucky day find log onto http www urawinner com fantastic prizeawaiting
2866,ham,says hi get ass back south tampa preferably kegger
2079,spam,free ringtone reply real
2135,ham,started searching get job days great potential talent
1182,ham,flippin shit yet
5485,ham,also fuck family going rhode island wherever fuck leaving alone week new bong gt
3672,ham,yup thk u oso boring wat
2346,ham,hi yijue meet u tmr
3112,ham,short cute good person dont try prove gud mrng
4388,ham,watching live
5486,ham,ofcourse also upload songs
4914,spam,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
5360,ham,hey iouri gave number wylie ryan friend
563,ham,geeeee love much barely stand
3657,ham,oh really make air talent
4247,ham,well welp sort semiobscure internet thing
2115,spam,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
302,ham,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
3508,ham,two fundamentals cool life walk like king walk like dont care whoever king gud nyt
541,spam,www applausestore com monthlysubscription p msg max month csc web age stop txt stop
5251,ham,yeah work fine started last week stuff dull easy guys fun
334,ham,chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor
3849,ham,plz tell ans bslvyl sent via fullonsms com
5417,ham,nope forgot show next week
146,ham,whats staff name taking class us
109,ham,know grumpy old people mom like better lying always one play jokes
3660,ham,wait come lt gt min
2401,ham,hi roger cl
4976,ham,yar tot u knew dis would happen long ago already
2532,ham,happening gotten job begun registration permanent residency
4496,ham,hope text meets smiling let text give reason smile beautiful day
546,ham,special
4572,ham,cha quiteamuzing scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portions please
2892,ham,yeah quite bit left swing tomorrow get
3740,ham,stitch trouser
1873,ham,oh ok didnt know meant yep baby jontin
1626,ham,hi dear call urgnt know whats problem want work problem least tell wating reply
3941,ham,daddy bb
5483,ham,li hai bored da lecturer repeating last weeks stuff waste time
3460,spam,heard u call night knickers make beg like u last time xx luv nikiyu net
4630,ham,saturday sunday holiday difficult
5,spam,freemsg hey darling week word back like fun still tb ok xxx std chgs send rcv
2167,ham,thank way lost
1013,ham,dunno close oredi v fan
4690,ham,try g decided head
4899,ham,oh fuck sake like tallahassee
1163,spam,free entry wkly comp win fa cup final tkts st may text fa receive entry question std txt rate c apply
2417,ham,could read love answered
5103,ham,news hassling get weed week andres money haughaighgtujhyguj
5520,ham,dont want hear anything
4220,ham,anything lor go go lor
2471,ham,eat old airport road oredi got lot pple
5211,ham,yesterday true true
2022,ham,anybody number still thought tactful way ask alex
1982,ham,sorry call later meeting thing related trade please call arul lt gt
5374,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams
5135,ham,sorry grocers
2134,ham,spoke uncle john today strongly feels need sacrifice keep going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
433,spam,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wc n xx
3267,ham,tap spile seven pub gas st broad st canal ok
126,ham,good stuff
4415,ham,stupid say challenge god dont think write instead respond immed
1650,ham,laptop take
4612,ham,wat time finish
4199,spam,want funk ur fone weekly new tone reply tones u text www ringtones co uk original n best tones gbp network operator rates apply
2665,ham,remains bro amongst bros
246,ham,late said website dont slippers
5475,ham,dhoni luck win big title win
1594,spam,private account statement shows un redeemed points call identifier code expires
84,ham,yup next stop
2890,ham,battery low babe
2176,ham,work please call
1230,ham,jus ans lar u noe later
3122,ham,small problem auction punj asking tiwary
2444,ham,lt gt great loxahatchee xmas tree burning update totally see stars
3061,ham,k k tomorrow onwards started ah
421,ham,yes last week taking live call
719,spam,guaranteed cash prize claim yr prize call customer service representative pm
76,ham,thats cool gentleman treat dignity respect
5053,ham,tick tick tick could die loneliness know pouts stomps feet need
635,spam,dear voucher holder claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply stop texts txt stop
1829,ham,may call later pls
737,ham,thanks looking really appreciate
2150,ham,waaaat lololo ok next time
3876,ham,okie scared u say fat u dun wan already
2740,ham,much buzy
1282,ham,one stalk profiles
5317,ham,k fyi back parents place south tampa might need deal somewhere else
2834,spam,tkts euro cup final cash collect call b pobox ppm
2051,ham,hi home calicut
5070,ham,hai dear friends new amp present number rajitha raj ranju
2644,ham,hi spoke maneesha v like know satisfied experience reply toll free yes
1052,ham,u noe wat time e place dat sells closes
94,ham,havent planning buy later check already lido got show e afternoon u finish work already
106,ham,thanks lot wishes birthday thanks making birthday truly memorable
3725,spam,hi nights ur lucky night uve invited xchat uks wildest chat txt chat p msgrcvdhg suite lands row w j hl ldn yrs
3772,ham,hi wlcome back wonder got eaten lion something nothing much
5261,ham,absolutely love south park recently started watching office
4310,ham,dint tell anything angry told abi
3965,ham,e timing go w u lor
628,ham,yup thk r e teacher said make face look longer darren ask cut short
4962,ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
711,ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students wont even start datz confidence
3514,ham,staff placement training amrita college
5294,spam,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc www ldew com win ppmx age subscription
2073,ham,wondarfull song
3076,ham,take us shopping mark distract isaiah
3145,ham,haha heard text around
3914,ham,yeah whatever lol
1487,ham,hello lover goes new job happy think wake slave send teasing kiss across sea
2382,ham,best line said love wait till day forget u day u realize u cannot forget gn
2383,ham,reach ten morning
526,ham,hi b ard christmas enjoy n merry x mas
200,ham,found enc lt gt
1199,ham,al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav go thanx xx
3704,ham,boy sweet words left morning sighs goes day love start studying
3394,ham,ok thanx
1778,spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see co uk games terms settings purchase
5481,ham,shall call dear food
1928,ham,omg could snow tonite
4138,ham,got lt gt
549,ham,wait lt gt min
5063,ham,havent stuck orchard dad car going dinner u leh r free tonight
1485,ham,sorry call later
2985,ham,said right giggle saw u would possibly first person die nvq think much could
3496,spam,wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text
3690,ham,still coming tonight
3964,ham,ask say please message
3400,ham,yeah leave hour least sound
3806,ham,dude makin weirdy brownies sister made awesome cookies took pics
3767,ham,yes mum lookin strong
4559,ham,piss talking someone realise u point read backwards
493,ham,sorry meeting call later
5488,ham,k sent
1447,ham,looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlier goin meet rummer
5218,ham,accidentally brought em home box
2397,ham,well told others marry
4269,ham,hey whats plan sat
3717,ham,networking technical support associate
2725,ham,nope c
3732,ham,frnd necesity life imagine urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt functions thnk abt events espe cared missed amp irritated u wrd dear loving frnds wthout u cant live jst takecare goodmorning
4098,ham,going bed prin
2853,ham,tall princess
4891,ham,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
4236,spam,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop
3006,ham,ew one
2289,ham,dont message offer
475,ham,nice line said broken heart plz cum times infront wise trust u good
4320,ham,still playing gautham
2828,ham,oh right ok make sure loads work day got really nasty cough today dry n shot really help
2960,ham,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
1511,ham,pete phone still jenny college leanne
3105,ham,said bad dat e gals know u wat u
3909,ham,sounds like plan cardiff still still cold sitting radiator
4636,ham,come din c yup cut hair
2325,ham,ok lor
716,ham,stuff sell tell
1473,ham,sent email address incomm right
2511,ham,yunny walking citylink faster come hungry
5445,ham,fine got enough bud last night least
4746,spam,camera awarded sipix digital camera call fromm landline delivery within days
4203,ham,happy baby alright take job hope fine send kiss make smile across sea kiss kiss
2487,ham,dont thnk wrong calling us
683,ham,xy going e lunch
4497,ham,case wake wondering forgot take care something grandma today done parade
2339,ham,alright see bit
4634,ham,oh wow thats gay firmware update help
358,spam,ur cash balance currently pounds maximize ur cash send cash p msg cc hg suite lands row w j hl
5411,ham,ask u meeting da ge tmr nite
3136,ham,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
2077,ham,trust even
1521,spam,urgent mobile awarded bonus caller prize nd attempt contact call box qu bt national rate
4928,ham,wanna art
4591,ham,tomorrow going theatre come wherever u call tell come tomorrow
3471,ham,aathi dear
4991,spam,phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app
1863,ham,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt shows really know messy wednesday bad problem time clean choose skype take pictures sleep want go mind things make bed throw laundry top friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed
2980,spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd call optout qf
4506,spam,mobile club choose top quality items mobile cfca
1568,ham,whatever im pretty pissed
2496,spam,winner valued network customer hvae selected receive reward collect call valid hours acl pm
2168,ham,yes good crickiting mind
